company,type,address,price,sq_meter_price,area,n_rooms,floor,build_year,market
JMK Development,Mieszkanie,"Gdañsk Che³m, Madaliñskiego 7",541741,8300,65.27,3,0,2021,pierwotny
Budner Inwestycje,Mieszkanie,"Gdañsk Letnica, Starowiejska 63",550867,7900,69.73,3,3,2021,pierwotny
Budner Inwestycje,Mieszkanie,"Gdañsk Letnica, Starowiejska 63",485728,8600,56.48,3,6,2021,pierwotny
Budner Inwestycje,Mieszkanie,"Gdañsk Oliwa, Karwieñska 1E",956000,21010.99,45.50,2,2,2020,pierwotny
Portal Office Sp. z o.o,Mieszkanie,"Gdañsk Wrzeszcz, Jaœkowa Dolina 73",602526,13700,43.98,2,0,2020,pierwotny
Domesta Sp. z o.o.,Mieszkanie,"Gdañsk Ujeœcisko, Vaclawa Havla",471381.10,9072,51.96,3,1,2022,pierwotny
Domesta Sp. z o.o.,Mieszkanie,"Gdañsk Siedlce, Struga",342856.80,9990,34.32,2,1,2022,pierwotny
Pepper House,Dom bliŸniak,"Gdañsk Szadó³ki, Oliwkowa",899000,5999,149.85,4,0,2021,pierwotny
Pepper House,Dom bliŸniak,"Gdañsk £ostowice, Marii Kureckiej",779000,5120,152.15,5,0,2020,pierwotny
Pepper House,Dom bliŸniak,"Warzenko, Œwierkowa",529000,3590,147.35,5,0,2020,pierwotny
Portal Office Sp. z o.o,Mieszkanie,"Gdañsk Wrzeszcz, Jaœkowa Dolina 73",741718,13700,54.14,3,2,2020,pierwotny
My Place,Mieszkanie,Rumia,353472,6400,55.23,3,1,2021,pierwotny
My Place,Mieszkanie,"Rumia Lotnisko, Apolinarego Formeli",300780,6000,50.13,3,1,2020,pierwotny
My Place,Mieszkanie,Gdañsk Szadó³ki,450000,6590,68.29,3,3,0,pierwotny
My Place,Mieszkanie,Gdañsk Szadó³ki,491000,6410,76.60,4,1,0,pierwotny
Portal Office Sp. z o.o,Mieszkanie,"Gdañsk Wrzeszcz, Jaœkowa Dolina 73",360983,13900,25.97,1,3,2020,pierwotny
MPol Investment,Mieszkanie,"Gdynia Ma³y Kack, Lidzka",598920,10500,57.04,3,3,2021,pierwotny
INDAI,Mieszkanie,"Gdañsk Wrzeszcz, Ko³³ataja 2",872953,13608,64.15,3,4,2021,pierwotny
INDAI,Mieszkanie,"Gdañsk Wrzeszcz, Ko³³¹taja",374997.60,14580,25.72,1,4,2021,pierwotny
INDAI,Mieszkanie,"Gdañsk Wrzeszcz, Ko³³¹taja 2",955908,10800,88.51,4,1,2021,pierwotny
Dekpol,Mieszkanie,Gdañsk,808110,19491,41.46,2,1,0,pierwotny
Budros,Mieszkanie,"Gdynia Dzia³ki Leœne, Pomorska",700342,10600,66.07,3,1,2021,pierwotny
Dekpol,Mieszkanie,"Gdañsk Morena, Myœliwska",980500,8148,120.33,4,3,2019,pierwotny
Willbud,Mieszkanie,"Rumia Janowo, B³oñ Janowskich",293460.66,6199,47.34,2,0,2021,pierwotny
Willbud,Mieszkanie,"Rumia Janowo, B³oñ Janowskich",284100.17,6199,45.83,2,0,2021,pierwotny
Verre Home,Mieszkanie,"Gdynia Ob³u¿e, Kuœnierska",445885,6699,66.56,4,2,2021,pierwotny
Verre Home,Mieszkanie,"Gdynia Ob³u¿e, Kuœnierska",447225,6699,66.76,4,1,2021,pierwotny
Verre Home,Mieszkanie,"Gdynia Ob³u¿e, Kuœnierska",405022,6699,60.46,3,2,2021,pierwotny
Verre Home,Mieszkanie,"Gdynia Ob³u¿e, Kuœnierska",370656,6699,55.33,3,0,2021,pierwotny
BRS Invest,Dom bliŸniak,"Gdañsk Matarnia, Filmowa",730000,4866.67,150,5,1,2020,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, Cicha",372315.96,6372,58.43,3,3,2021,pierwotny
AMprojekt,Dom szeregowy,"B¹kowo, Orla",458000,3343.07,137,4,0,2022,pierwotny
AMprojekt,Dom szeregowy,"B¹kowo, Orla",378000,3705.88,102,4,0,2021,pierwotny
AMprojekt,Dom bliŸniak,"B¹kowo, Orla",628000,3588.57,175,5,0,2021,pierwotny
AMprojekt,Dom szeregowy,"B¹kowo, Orla",548000,3341.46,164,5,0,2022,pierwotny
AMprojekt,Dom bliŸniak,"Gdañsk Jasieñ - Zabornia, Stolema",1148000,7388.34,155.38,5,2,2021,pierwotny
AMprojekt,Dom bliŸniak,"Gdañsk Jasieñ - Zabornia, Stolema",1198000,7710.13,155.38,5,2,2021,pierwotny
AMprojekt,Dom bliŸniak,"Gdañsk Jasieñ - Zabornia, Stolema",1098000,7210.88,152.27,5,2,2021,pierwotny
AMprojekt,Dom bliŸniak,"Gdañsk Jasieñ - Zabornia, Stolema",1298000,8353.71,155.38,5,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",466171.20,7128,65.40,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",344727.36,7344,46.94,2,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",344727.36,7344,46.94,2,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",354491.64,7474,47.43,3,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",315368.64,7452,42.32,2,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",586994.04,7452,78.77,4,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",298676.16,7452,40.08,2,1,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, ul. Cicha",296657.64,6588,45.03,2,2,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, Cicha",294021.36,6696,43.91,2,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,Pruszcz Gdañski,305925.12,6912,44.26,2,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,Pruszcz Gdañski,569961.36,6264,90.99,4,0,2021,pierwotny
PB SZYMICHOWSKI,Mieszkanie,"Pruszcz Gdañski, Cicha",284000.04,6372,44.57,2,0,2021,pierwotny
Meerhouse Nieruchomoœci,Mieszkanie,"Gdañsk Szadó³ki, Jab³oniowa",409000,8293,49.32,2,1,2020,pierwotny
Meerhouse Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Boles³awa Chrobrego",507000,10833,46.80,1,1,2021,pierwotny
Meerhouse Nieruchomoœci,Mieszkanie,"Gdañsk Wrzeszcz, Boles³awa Chrobrego",674000,10658,63.24,3,4,2021,pierwotny
City House,Dom szeregowy,"Gdañsk, Migda³owa",950000,6293.47,150.95,5,0,2020,pierwotny
City House,Dom szeregowy,"Gdañsk, Migda³owa",790000,7383.18,107,4,0,2020,pierwotny
City House,Dom,"Gdañsk, Olchowa",990000,6734.69,147,4,0,2021,pierwotny
City House,Dom wolnostoj¹cy,"Gdañsk, Migda³owa 128",1750000,7731.39,226.35,6,0,2020,pierwotny
City House,Dom szeregowy,"Gdañsk, Olchowa",1190000,8041.63,147.98,4,0,2022,pierwotny
City House,Dom szeregowy,"Gdañsk, Migda³owa",990000,6076.23,162.93,4,0,2020,pierwotny
North Star Development,Mieszkanie,"Pruszcz Gdañski, sikorskiego 36",213444,6300,33.88,1,2,2019,pierwotny
Nook Invest,Dom bliŸniak,Bojano,389000,3870.65,100.50,5,0,2021,pierwotny
Budros,Mieszkanie,"Kowale, Glazurowa",299260,6500,46.04,2,4,2022,pierwotny
Dom & House,Mieszkanie,"Puck, Nowy Œwiat",652307,10434,62.52,3,3,2020,pierwotny
City House,Dom,"Gdañsk, Olchowa",1400000,7239.26,193.39,5,0,2021,pierwotny
City House,Dom szeregowy,"Gdañsk, Migda³owa",750000,7009.35,107,4,0,2020,pierwotny
