company,address,price,sq_meter_price,area,n_rooms,floor,build_year,type
G&G Nieruchomoœci i Finanse,Gdañsk Wrzeszcz,"686 054,72 z³",11 336 z³,"60,52",3,2,2021,Mieszkanie
G&G Nieruchomoœci i Finanse,Gdañsk Wrzeszcz,"482 526,96 z³",12 344 z³,"39,09",2,Parter,2021,Mieszkanie
,"Gdañsk Przymorze, D¹browszczaków",1 364 000 z³,12 911 z³,"105,65",4,10,2019,Mieszkanie
Estate Polska,"Kosakowo, Kminkowa",519 000 z³,4 513 z³,115,3,Parter,2019,Mieszkanie
,"Gdañsk £ostowice, Niepo³omicka","286 862,02 z³",6 650 z³,"43,14",2,1,2020,Mieszkanie
Robyg Grupa Deweloperska,"Gdañsk Letnica, Starowiejska",748 000 z³,"8 745,47 z³","85,53",4,10,2021,Mieszkanie
,"Puck, Nowy Œwiat",361 324 z³,9 134 z³,"39,56",2,Parter,2019,Mieszkanie
Tigres Nieruchomoœci sp. z o. o.,"Wejherowo, Rybacka",1 275 000 z³,5 000 z³,255,1,,,Lokal us³ugowy
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","349 625,16 z³",6 588 z³,"53,07",3,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","286 345,80 z³",7 020 z³,"40,79",2,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","449 894,52 z³",6 588 z³,"68,29",3,3,2021,Mieszkanie
Sadecki Nieruchomoœci,"Banino, Platynowa",670 000 z³,"3 941,18 z³",170,5,,2021,Dom bliŸniak
White Wood Nieruchomoœci,Czaple,549 000 z³,3 050 z³,180,6,,2020,Dom bliŸniak
Dom & House,"Gdañsk Wrzeszcz, Adama Mickiewicza",1 219 904 z³,11 200 z³,"108,92",4,2,2021,Mieszkanie
,"Gdañsk Dolne Miasto, Kamienna Grobla",1 068 470 z³,13 000 z³,"82,19",1,Parter,2019,Lokal us³ugowy
,"Gdañsk Dolne Miasto, Kamienna Grobla",993 681 z³,11 700 z³,"84,93",2,Parter,2019,Lokal us³ugowy
Alpha Nieruchomoœci,"Gdañsk £ostowice, Pastelowa",373 000 z³,"5 911,25 z³","63,10",1,3,2020,Mieszkanie
Alpha Nieruchomoœci,"Gdañsk £ostowice, Pastelowa",552 000 z³,"5 228,76 z³","105,57",2,3,2020,Mieszkanie
Dom & House,"Gdañsk Wrzeszcz, Adama Mickiewicza",659 668 z³,10 900 z³,"60,52",3,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","308 897,28 z³",6 912 z³,"44,69",2,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha",359 316 z³,6 480 z³,"55,45",3,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","302 745,60 z³",6 912 z³,"43,80",2,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","520 386,12 z³",6 588 z³,"78,99",4,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","359 638,92 z³",6 588 z³,"54,59",2,3,2021,Mieszkanie
Dom & House,"Gdañsk Dolne Miasto, Kamienna Grobla",1 390 358 z³,8 900 z³,"156,22",4,,2019,Lokal us³ugowy
Dom & House,"Gdañsk Dolne Miasto, Kamienna Grobla",731 669 z³,8 900 z³,"82,21",4,,2019,Lokal us³ugowy
Dom & House,"Gdañsk Dolne Miasto, Kamienna Grobla",999 180 z³,11 700 z³,"85,40",4,,2019,Lokal us³ugowy
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","308 067,84 z³",6 912 z³,"44,57",2,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","300 602,88 z³",6 912 z³,"43,49",2,3,2021,Mieszkanie
G&G Nieruchomoœci i Finanse,Reda,342 468 z³,6 480 z³,"52,85",3,3,2022,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","383 948,64 z³",6 588 z³,"58,28",3,1,2021,Mieszkanie
Dom & House,"Gdañsk Œródmieœcie, Wa³owa",422 250 z³,12 500 z³,"33,78",2,1,2020,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","304 266,24 z³","6 957,84 z³","43,73",2,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","302 054,40 z³",6 912 z³,"43,70",2,1,2021,Mieszkanie
Dekpol,Gdañsk,1 383 135 z³,17 190 z³,"80,46",4,1,,Mieszkanie
Alicja Stuchlik Nieruchomoœci,"Reda, Torowa","439 959,66 z³",4 301 z³,"102,30",3,1,2019,Mieszkanie
Alicja Stuchlik Nieruchomoœci,"Reda, Torowa",326 246 z³,4 988 z³,"65,40",3,1,2019,Mieszkanie
MARGO Nieruchomoœci,"Wejherowo, Rybacka",688 750 z³,4 750 z³,145,,Parter,1982,Lokal us³ugowy
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","365 436,36 z³",6 588 z³,"55,47",3,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","451 072,80 z³",6 480 z³,"69,61",4,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","419 126,40 z³",6 480 z³,"64,68",3,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","403 185,60 z³",6 588 z³,"61,20",3,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha",383 751 z³,6 588 z³,"58,25",3,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz gdañski, Cicha","303 526,44 z³",6 804 z³,"44,61",2,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","408 693,60 z³",6 480 z³,"63,07",3,Parter,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","378 744,12 z³",6 588 z³,"57,49",3,Parter,2021,Mieszkanie
North Hus,Gdañsk Oliwa,759 857 z³,"13 950,01 z³","54,47",2,1,2019,Mieszkanie
North Hus,Gdañsk Oliwa,2 532 425 z³,17 500 z³,"144,71",4,2,2019,Mieszkanie
Biuro Nieruchomoœci Zbigniew Ziarnik,Rewa,197 000 z³,2 736 z³,72,3,,,Dom wolnostoj¹cy
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,2 258 474 z³,21 060 z³,"107,24",4,7,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,1 041 228 z³,13 392 z³,"77,75",4,6,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,628 538 z³,"15 119,99 z³","41,57",2,6,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,918 356 z³,"14 039,99 z³","65,41",3,6,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,949 105 z³,12 204 z³,"77,77",4,5,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,588 132 z³,"14 147,99 z³","41,57",2,5,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,868 906 z³,"13 283,99 z³","65,41",3,5,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,874 187 z³,"11 232,01 z³","77,83",4,4,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,566 501 z³,13 608 z³,"41,63",2,4,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,832 693 z³,10 692 z³,"77,88",4,3,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,544 674 z³,"13 067,99 z³","41,68",2,3,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,771 184 z³,11 772 z³,"65,51",3,3,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,782 428 z³,"10 044,01 z³","77,90",2,2,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,694 310 z³,"10 583,99 z³","65,60",3,1,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,Gdynia Red³owo,803 144 z³,9 072 z³,"88,53",4,Parter,2021,Mieszkanie
MARGO Nieruchomoœci,"Wejherowo, Rybacka",261 244 z³,"5 725,27 z³","45,63",2,3,1982,Mieszkanie
MARGO Nieruchomoœci,"Wejherowo, Rybacka",324 644 z³,"5 836,82 z³","55,62",3,1,1982,Mieszkanie
Pepper House,"Kosakowo, Kminkowa",467 234 z³,4 564 z³,"102,38",4,,2019,Dom bliŸniak
Towarzystwo Inwestycyjne Investing,"Gdañsk Kowale, Heliosa",315 838 z³,6 700 z³,"47,14",2,3,2020,Mieszkanie
Pepper House,"Gdañsk Szadó³ki, Potêgowska",450 000 z³,6 599 z³,"68,19",2,3,2020,Mieszkanie
Muskat & Wicher Nieruchomoœci,"Gdañsk Wrzeszcz, Adama Mickiewicza",653 616 z³,10 800 z³,"60,52",3,2,2021,Mieszkanie
Akme Property,"Gdañsk, Wa³owa 40",656 061 z³,"11 799,66 z³","55,60",3,3,2021,Mieszkanie
Akme Property,"Gdañsk, Wa³owa 40",656 061 z³,"11 799,66 z³","55,60",3,3,2021,Mieszkanie
Akme Property,"Gdañsk, Wa³owa 40",464 652 z³,"10 989,88 z³","42,28",2,3,2021,Mieszkanie
Akme Property,"Gdañsk, Wa³owa 40",850 470 z³,"11 452,60 z³","74,26",4,2,2021,Mieszkanie
Muskat & Wicher Nieruchomoœci,"Gdañsk Wrzeszcz, Adama Mickiewicza",1 219 904 z³,11 200 z³,"108,92",3,2,2020,Mieszkanie
Muskat & Wicher Nieruchomoœci,"Gdañsk Wrzeszcz, Adama Mickiewicza",819 093 z³,10 836 z³,"75,59",3,Parter,2020,Mieszkanie
,Kowale,649 000 z³,"3 708,57 z³",175,6,,2020,Dom bliŸniak
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","551 519,30 z³",8 424 z³,"65,47",3,1,2021,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","576 064,40 z³",8 694 z³,"66,26",3,2,2021,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","572 486,40 z³",8 640 z³,"66,26",3,1,2021,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","572 486,40 z³",8 640 z³,"66,26",3,1,2021,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",444 690 z³,9 720 z³,"45,75",2,4,2021,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla","656 229,60 z³",8 424 z³,"77,90",4,4,2021,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",444 690 z³,9 720 z³,"45,75",2,4,2021,Mieszkanie
Hossa.biz,"Gdynia, W³adys³awa Iv","48 678,30 z³","44,25 z³",1 100,2,Parter,2021,Sklep
Pepper House,"Wiœlinka, £¹kowa",899 130 z³,17 462 z³,"51,49",3,1,2020,Mieszkanie
ACTIVA AP,"Pruszcz Gdañski Rotmanka, ul. Zaczarowana",383 643 z³,5 850 z³,"65,58",3,3,2019,Mieszkanie
Pepper House,"Wiœlinka, £¹kowa",1 343 160 z³,17 585 z³,"76,38",3,Parter,2020,Mieszkanie
ACTIVA AP,"Pruszcz Gdañski Rotmanka, ul. Zaczarowana","383 701,50 z³",5 850 z³,"65,59",3,1,2019,Mieszkanie
ACTIVA AP,"Pruszcz Gdañski Rotmanka, ul. Zaczarowana",387 453 z³,5 900 z³,"65,67",2,Parter,2019,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,"Rumia, Kosynierów",363 719 z³,5 292 z³,"68,73",3,1,2021,Mieszkanie
Semeko Grupa Inwestycyjna S.A.,"Rumia, Kosynierów",364 143 z³,"5 292,01 z³","68,81",3,2,2021,Mieszkanie
Surowiec Nieruchomoœci,"Rumia Zielone, Rajska",395 000 z³,"4 996,84 z³","79,05",3,1,2020,Mieszkanie
Surowiec Nieruchomoœci,"Rumia Zielone, Rajska",395 000 z³,"4 996,84 z³","79,05",3,1,2020,Mieszkanie
InVilla Nieruchomoœci,"Gdañsk BrzeŸno, Gen. Józefa Hallera",840 078 z³,15 001 z³,56,2,Parter,2019,Mieszkanie
InVilla Nieruchomoœci,"Gdañsk BrzeŸno, Gen. Józefa Hallera",850 608 z³,15 244 z³,"55,80",2,2,2019,Mieszkanie
,"Gdañsk Dolne Miasto, Kamienna Grobla",6 369 z³,"74,99 z³","84,93",2,Parter,2019,Sklep
Nieruchomoœci Wmoris,"Gdañsk £ostowice, Niepo³omicka",552 000 z³,"5 228,76 z³","105,57",3,3,2019,Mieszkanie
Nieruchomoœci Wmoris,"Gdañsk £ostowice, Niepo³omicka",533 500 z³,"5 238,10 z³","101,85",4,3,2019,Mieszkanie
Nieruchomoœci Wmoris,"Gdañsk Osowa, Gdañsk Che³m",552 000 z³,"5 228,76 z³","105,57",3,3,2019,Mieszkanie
Nieruchomoœci Wmoris,"Gdañsk £ostowice, Niepo³omicka",552 000 z³,"5 228,76 z³","105,57",3,3,2019,Mieszkanie
Nieruchomoœci Wmoris,"Gdañsk Osowa, Gdañsk Che³m",361 500 z³,"5 927,20 z³","60,99",2,3,2019,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Wrzeszcz, Gen. Józefa Hallera",812 500 z³,12 500 z³,65,3,1,2019,Mieszkanie
GR Nieruchomoœci,Kosakowo,474 427 z³,4 634 z³,"102,38",4,,2019,Dom bliŸniak
Robyg Grupa Deweloperska,"Gdañsk £ostowice, Wielkopolska",408 340 z³,6 800 z³,"60,05",3,5,2019,Mieszkanie
Muskat & Wicher Nieruchomoœci,"Gdañsk Przymorze, Prezydenta Lecha Kaczyñskiego",1 290 581 z³,12 360 z³,"104,42",4,3,2021,Mieszkanie
,"Gdañsk Wrzeszcz, Migowska",499 951 z³,"11 849,99 z³","42,19",2,1,2020,Mieszkanie
,"Gdañsk Wrzeszcz, Migowska",1 299 453 z³,"10 874,99 z³","119,49",4,Parter,2020,Mieszkanie
,"Gdañsk Wrzeszcz, Migowska",786 240 z³,10 500 z³,"74,88",4,1,2020,Mieszkanie
,"Gdañsk Wrzeszcz, Migowska",849 654 z³,11 700 z³,"72,62",4,2,2020,Mieszkanie
Dom & House,"Gdañsk Dolne Miasto, Kamienna Grobla","757 683,20 z³",8 704 z³,"87,05",3,Parter,2019,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, Cicha","293 824,80 z³",6 588 z³,"44,60",2,Parter,2021,Mieszkanie
,"Gdañsk Wrzeszcz, Migowska",799 864 z³,"11 279,99 z³","70,91",3,1,2020,Mieszkanie
Alpha Nieruchomoœci,"Pruszcz Gdañski, Prof. Mariana Raciborskiego",362 121 z³,5 700 z³,"63,53",2,Parter,2020,Mieszkanie
Alpha Nieruchomoœci,"Pruszcz Gdañski, Prof. Mariana Raciborskiego",436 449 z³,5 700 z³,"76,57",4,2,2020,Mieszkanie
Alpha Nieruchomoœci,"Pruszcz Gdañski, Prof. Mariana Raciborskiego",397 976 z³,5 850 z³,"68,03",3,1,2020,Mieszkanie
Nieruchomoœci Wmoris,"Pruszcz Gdañski, Pruszcz Gdañski",749 999 z³,"4 762,81 z³","157,47",5,1,2016,Mieszkanie
Nieruchomoœci Wmoris,"Pruszcz Gdañski, Pruszcz Gdañski",723 000 z³,"4 784,28 z³","151,12",5,1,2019,Mieszkanie
Nieruchomoœci Wmoris,"Pruszcz Gdañski, Pruszcz Gdañski",612 900 z³,"4 281,82 z³","143,14",6,,2019,Mieszkanie
Nieruchomoœci Wmoris,"Pruszcz Gdañski, Pruszcz Gdañski",786 000 z³,"4 988,89 z³","157,55",2,,2019,Dom szeregowy
Nieruchomoœci Wmoris,"Pruszcz Gdañski, Pruszcz Gdañski",786 000 z³,"4 988,89 z³","157,55",5,,2019,Dom szeregowy
Nieruchomoœci Wmoris,"Pruszcz Gdañski, Pruszcz Gdañski",655 000 z³,"4 796,43 z³","136,56",5,1,2019,Mieszkanie
Nieruchomoœci Wmoris,"Pruszcz Gdañski, Pruszcz Gdañski",588 830 z³,4 120 z³,"142,92",4,,2019,Mieszkanie
Dom & House,"Gdañsk Morena, Myœliwska",980 500 z³,8 148 z³,"120,33",4,3,2019,Mieszkanie
Dom & House,"Gdañsk Jelitkowo, Bursztynowa","1 144 274,06 z³",18 134 z³,"63,10",2,2,2019,Mieszkanie
Dom & House,"Gdañsk Jelitkowo, Bursztynowa","968 143,63 z³",19 962 z³,"48,50",2,2,2019,Mieszkanie
,"Gdañsk Wrzeszcz, Migowska",515 264 z³,"11 269,99 z³","45,72",2,1,2020,Mieszkanie
Tyszkiewicz - Nieruchomoœci,Orlik,299 000 z³,1 058 z³,"282,50",5,,,Dom wolnostoj¹cy
,"Gdynia Œródmieœcie, al. Zwyciêstwa 257/III",1 242 000 z³,"14 892,09 z³","83,40",4,4,2020,Mieszkanie
Lubieñska Nieruchomoœci,Czaple,1 190 000 z³,4 958 z³,240,5,,2019,Dom wolnostoj¹cy
Muskat & Wicher Nieruchomoœci,"Gdañsk Jelitkowo, Bursztynowa","1 722 811,28 z³",18 426 z³,"93,50",4,2,2019,Mieszkanie
RAI Deweloper,"Gdañsk Osowa, Ogrody Diany, Diany 40/22",438 480 z³,7 000 z³,"62,64",3,3,2020,Mieszkanie
RAI Deweloper,"Gdañsk Osowa, Ogrody Diany, Diany 40/19",419 700 z³,7 500 z³,"55,96",3,2,2020,Mieszkanie
